"«Дайте танк (!)» — российская группа, которой уже 10 лет, но которую знает незаслуженно мало людей. А жаль — чего стоит одно лишь определение любви в «Характеристике», внезапные финалы историй в ней же и в «Не плачь», и знакомое всем нам детство в «Маленьком», а также яркие, сочные образы, которые словно бусинки один за одним складываются в целые песни.#радиозвездачА мы напоминаем, что #радиозвездач — это не коммерческий проект, и что он создан лишь для того, чтобы найти жемчужины в океане отечественной музыки и явить их миру. Да, мы сами прослушиваем все группы и отбираем для вас лишь самое интересное.Подробнее: vk.cc/6M6HJ0",4064.00,,
После 21 года молчания пионеры шугейза Ride выпустили новый альбом — «Weather Diaries».Традиционный #радиолентач,2903.00,,
• Программа реновации в Москве потребует 3 триллиона рублей на 15 лет; • «ВКонтакте» закрыла офис в Киеве; • В Москве задержали взявшего 50 тысяч рублей за поездку таксиста; • На Кубани 15-летняя школьница родила от 64-летнего пенсионера  и другие новости к этому часу:https://vk.com/page-29534144_53066583,2093.00,,
Итальянский суд запретил хранить лобстеров во льду.Официальная причина: «Они страдают от холода»http://news.lenta.ch/mgb6,5839.00,,
Подборка любопытных отличий между советским подростком и современнымhttp://news.lenta.ch/mgcP,5772.00,,
НУЖНО БОЛЬШЕ ЗЕМЕЛЬ,5902.00,,
"• Навальному сократили срок ареста с 30 до 25 суток; • Госдума приняла во втором чтении поправки в федеральный бюджет на 2017 год; • Подросток, распыливший газ на митинге 12 июня, отправлен под домашний арест; • Представлен новый YotaPhone3  и другие новости к этому часу https://vk.com/page-29534144_53066389",1558.00,,
С прилетевшего в Москву чилийского журналиста таксист взял 50 000 рублей за поездку от аэропорта до гостиницыhttp://news.lenta.ch/mgWN,6730.00,,
"Лентач, у нас есть 4 билета на масштабный open-air VK Fest, который пройдет 15 и 16 июля в Санкт-Петербурге. Там будет всё: ваши любимые музыканты, сообщества, блогеры, лекции, даже зона для веганов. Билеты мы отдадим двум (каждому по 2) подписчикам, которые поделятся этим постом.  Победители будут выбраны случайным образом 30 июня. Подробности о мероприятии: vk.cc/6LXGknP.S.: Кстати, мы тоже там будем ¯\_(ツ)_/¯",2476.00,,
"Российский миллиардер пришвартовал свою яхту так, что она загородила вид на статую Свободы, от чего у многих местных пригорело.Примечательным остается тот факт, что бизнесмен не нарушает никаких законовhttp://news.lenta.ch/mgK9",7051.00,,
"Умер экс-канцлер Германии Гельмут Коль, при котором объединились ФРГ и ГДР",5037.00,,
"Бывший шеф-редактор программы «Вести», уволенный после конфликта с одним из режиссеров монтажа, рассказал о тонкостях работы редакции.Странные условия найма, пьющие сотрудники, наплевательское отношение к работе и интересная графа «НД» в планах выпусков новостей, запрещающая освещать те или иные инфоповоды. Например, юбилей английской королевы, информацию о ЮКОСЕ, Рогозине и (внезапно) Киркоровеhttp://news.lenta.ch/mgAn",5555.00,,
"Виталий Мутко рассказал, что выучил самоучитель английского языка от корки до корки. Теперь его разговорный английский «достаточный, чтобы общаться на профессиональные, спортивные и футбольные темы»http://news.lenta.ch/mgdU",6961.00,,
"Патриарх Кирилл заявил, что у молодежи под влиянием соцсетей растет негативное отношение к Церкви.То часы вам не понравятся, то внедорожник возмутит. На себя посмотрите!http://news.lenta.ch/mgE9",7769.00,,
"Напоминаем, что у нас появился младший брат Новынач. Там всё то же самое, только про Украину.А так как у многих в/на Украине «ВКонтакте» все-таки заблочен, то читать можно еще тут: https://www.facebook.com/novina4 и вот тут: https://t.me/novinach*Украинка попыталась вывезти 8-летнего сына в Польшу В ЧЕМОДАНЕ",1334.00,,
"Вчера на «Прямой линии» школьник спросил Путина про коррупцию. Сегодня одна из компаний решила подарить ему iPhone 7, инкрустированный золотом. На задней панели юного борца против коррупции будет красоваться золотой Путинhttps://vk.cc/6LZfCw",8328.00,,
• Михаил Прохоров продал РБК Григорию Березкину;• Бойца Росгвардии ударили ножом в спину на акции 12 июня в Петербурге;• Обратившуюся к Путину онкобольную жительницу Апатитов госпитализировали; • Сбербанк впервые доставил наличные с помощью дронаи другие новости к этому часу:https://vk.com/page-29534144_53065946,1167.00,,
"В Госдуме создадут специальный отдел, который будет помогать неопытным депутатам в написании законовhttp://news.lenta.ch/mglX",8488.00,,
Две трети опрошенных россиян хотят сделать День отца официальным праздникомhttp://news.lenta.ch/mgzM,11983.00,,
,3091.00,,
Четыре министерства хотят переехать в «Москва-сити».Даже Медведева уже попросилиhttp://news.lenta.ch/mvcX,6515.00,,
"• В Минобороны заявили о ликвидации лидера ИГ;• Путин опроверг наличие у себя «такого богатства, о котором говорят»;• На пороховом заводе в Казани произошел пожари другие новости к этому часу: https://vk.com/page-29534144_53065668",1394.00,,
"Госдума отклонила законопроект, ограничивающий зарплаты топ-менеджеров госкомпанийhttp://news.lenta.ch/mvL4",6313.00,,
"Хочешь узнать, как интернет-мошенники обманывают нас с помощью наших же привычек, и как не попасться на их уловки?http://news.lenta.ch/mv2g",2161.00,,
В Москве контракты по организации питания школьников на 50 000 000 000 рублей получили шесть компаний.Пять из них связаны с одним и тем же бизнесменомhttp://news.lenta.ch/mv3E,7991.00,,
"Группа Queens of the Stone Age опубликовала «The Way You Used To Do» — первый сингл из своего нового альбома «Villains».Это неплохой повод вспомнить творчество крутой команды (или же ознакомиться с ним чуть поглубже, чем «О-о-о, это та самая песня из второго Андеграунда!»).Традиционный #радиолентач",3617.00,,
• В центре Нью-Йорка автомобиль врезался в толпу на улице; • Два активиста ФБК уехали в Киев из-за претензий Роскомнадзора; • В США одобрили ужесточение антироссийских санкцийи другие новости к этому часу:https://vk.com/page-29534144_53065366,1377.00,,
АААААГОСПОДИБОЖЕМОЙНАДОРАБОТАТЬЧТОДЕЛАТЬКОМУПОМОГАТЬГДЕРЕМОНТИРОВАТЬТВОЮМАТЬААААААААА,13797.00,,
"В Подмосковье автомобилистка сбила 6-летнего мальчика, сообщают СМИ. Она протащила его около 10 метров, ребёнок скончался на месте. В ходе разбирательств анализ крови ребёнка показал наличие 2,7 промилле алкоголя.Родители рассказали, что их сына сбили на пешеходной площадке прямо у дома, когда он возвращался домой с дедушкой. По их словам, уголовное дело не возбуждалось более месяца, затем сбившая женщина проходила по делу как свидетельница, а часть улик магическим образом «потерялась»http://news.lenta.ch/mvOk",5968.00,,
"Один и тот же вопрос, который задаётся Путину уже на протяжении 16-ти лет — и один и тот же ответ.С — стабильность",13893.00,,
• Полиция Петербурга признала желтую надувную уточку средством агитации; • У музея Исаакиевского собора появился новый директор;• Ильдар Дадин оштрафован за чтение Конституции на Красной площадии другие новости к этому часу: https://vk.com/page-29534144_53064901,2827.00,,
"В Екатеринбурге студентка одного из вузов написала диплом, частично посвященный фильму «Он вам не Димон»Профессор университета, боясь увольнения, отговаривала девушку от упоминания в работе ролика Навального. Однако студентка таки защитила диплом, причем защитила на отлично!http://news.lenta.ch/mvha",13985.00,,
"Лентач, у нас есть 4 VIP-билета на концерт «Ногу Свело!», который пройдет 23 июня в YOTASPACE, и мы готовы отдать их четырем подписчикам, которые поделятся этим постом.Победители будут выбраны случайным образом 20 июня.Подробности о концерте: vk.cc/6Lp5g2",1087.00,,
"«Как известно, в наших газетах только опечатки правдивы» © Сергей Довлатов",6685.00,,
"До 2010 года ИК-22 была специализированной колонией, в которой содержались только иностранные граждане. Жестокие издевательства, смерть других осужденных — малое из того, что пришлось пережить заключённым.Непосредвенный участник этих ужасов рассказал о теперешнем устройстве колонии, а также о своих товарищах — китайском поваре, музыканте-растамане из Гвинеи, немецких бизнесменах и перуанце по имени Че Гевараhttp://news.lenta.ch/mvCN",2393.00,,
"Полиция запросила в школе характеристику на 11-летнего участника митинга против коррупции.  На акции протеста в Алтайском крае Гоша выступил на сцене, где пожаловался на разницу в доходах жителей страны",5364.00,,
"Сегодня в Санкт-Петербурге представили кота Ахилла — предсказателя результатов матчей на Кубке конфедераций 2017. Котик живёт в Эрмитаже и является глухим с рождения. Ахилл продолжит добрую традицию осьминога Пауля, слонихи Нелли, лягушки Фионы и многих других животных, которые угадывали исходы матчей до него.Собрали вам немного мимишных фото",4377.00,,
"• В Китае произошел взрыв возле детского сада, есть жертвы;• В Чечне прекращено дело против бойца Мурада Амриева;• Европейский суд продлил санкции против Дмитрия Киселева;• «Кировлес» снова потребовал взыскать с Навального и Офицерова 16 миллионов рублейи другие новости к этому часу:https://vk.com/page-29534144_53063746",1130.00,,
В Волгограде иммиграционный контроль выбросил десятки пачек с документами иностранцев и жителей Россииhttp://news.lenta.ch/mvmo,6435.00,,
Ну вы поняли,12563.00,,
Сорян,5049.00,,
Пока!,5135.00,,
"Путина спросили, будет ли еще одна прямая линия",5945.00,,
Аминь!,4151.00,,
Ответил на тот самый вопрос с экрана: «Ваши слова „своих не сдаем“ относятся к коррупционерам или нет?»,4833.00,,
"Я не злопамятный, я записываю",3411.00,,
Школьник спросил про эффективность домашних арестов. Путин: «Тебя к этому вопросу кто-то подготовил или ты сам?»Школьник: «Для этого вопроса меня жизнь подготовила»,18889.00,,
"Путина спросили, куда бы он отправился на машине времени",3307.00,,
Напутствие школьникам,5353.00,,
Про оппозицию,3932.00,,
Неплохо бы,3828.00,,
А вот и мнение о сносе пятиэтажек в Москве,4338.00,,
Президент быстрого реагирования,9124.00,,
Путин о жизни в бараках в Ижевске,3844.00,,
Запомните этот твит,7191.00,,
Еще годных смсок из предложки,6741.00,,
Школьники теперь не только на митингах,8222.00,,
"Американское вмешательство, американское вмешательство повсюду",4463.00,,
Смсочки из предложки подъехали,5537.00,,
"Хорошо, что не застрелилсяUPD: А, нет, инфу уже опровергла пресс-службаhttp://news.lenta.ch/mhXp",2764.00,,
"Путин пообещал решить вопрос с Исаакием в пользу и верующих, и неверующих",2492.00,,
Путину рассказали про Арктику,3854.00,,
,1946.00,,
,7753.00,,
Про наезды Поклонской на фильм «Матильда»,2703.00,,
(Это он о губернаторе Ставропольского края),5983.00,,
"Да-да, пусть закроет",5739.00,,
"Ага, через год после своей смерти",5149.00,,
"Серьезно? Да, серьезно",3949.00,,
Поэтому берем зеленую,9940.00,,
"Кто-нибудь, заберите мобилу у Зюганова",14269.00,,
Поздравляем дедушку,4701.00,,
Действительно,4939.00,,
"Когда забыл, как выглядишь",9162.00,,
Подгончик из предложки,6863.00,,
Хотяяяяяяя,8975.00,,
А  раньше как было?,6851.00,,
,7731.00,,
ДА ПОРА БЫ УЖЕ,6337.00,,
А вы почувствовали?,8019.00,,
Ура!,8443.00,,
Привет,6625.00,,
"Ровно в 12:00 началась «прямая линия» Владимира Путина с народом. По традиции замутили вам бинго, разбирайте.Трансляция: http://news.lenta.ch/mhq1",4971.00,,
"Напоминаем, что у нас появился младший брат Новынач. Там всё то же самое, только про Украину.А так как у многих в/на Украине «ВКонтакте» все-таки заблочен, то читать можно еще тут: https://www.facebook.com/novina4 и вот тут: https://t.me/novinach",991.00,,
"Администрация Омска всего за один день убрала старую свалку в одном из районов города.Не без мотивации, конечно: местная жительница собиралась жаловаться на «прямой линии» с Путинымhttp://news.lenta.ch/mhU0",10057.00,,
"Глава ЦИК заявила, что баллотироваться в президенты Навальному поможет «только чудо»http://news.lenta.ch/mhVh",3191.00,,
"• В ЕС вступила в силу отмена платы за роуминг;• Из-за падения частей ракеты с «Байконура» произошел пожар, есть погибшие;• Роскомнадзор заподозрил активистов ФБК в ложных блокировках сайтов;• В Великобритании коровы убили профессораи другие новости к этому часу:https://vk.com/page-29534144_53062870",1298.00,,
"В возрасте 88 лет скончался народный артист СССР Алексей Баталов.Актер известен по своим ролям в фильмах «Москва слезам не верит», «Дело Румянцева», «Летят журавли»",2845.00,,
"Небольшая история об учёном из США, который опубликовал научную статью, а в соавторах указал своего котаhttp://news.lenta.ch/mhk9",9641.00,,
20 000 пчел пытались попасть в один из небоскрёбов в Нью-Йорке.  http://news.lenta.ch/mhflНаш спецпикчер уже съездил на место событий,2575.00,,
"Рэпер, актёр и сценарист Ice Cube, являющийся членом легендарной группы N.W.A, 9 июня выпустил переиздание альбома «Death Certificate» в честь его недавнего 25-летия.На этот релиз были добавлены 3 новых трека «Only One Me», «Dominate The Weak» и «Good Cop, Bad Cop»Традиционный #радиолентач",3482.00,,
"В США завершилось дело по «ограблению века».Прошлой осенью 71-летний житель Канзас-сити ворвался в местный банк, подошёл к кассиру и отдал ему записку: «У меня пистолет, отдавайте деньги». Когда женщина отдала ему почти $3000, он взял деньги и... сел на стул, дождался полиции и дал себя арестовать.Зачем? Сам «грабитель» признался, что причиной такого поступка стала его жена — она настолько сильно его достала, что он решил отправиться в тюрьму, лишь бы только не быть с ней.Суд учёл все обстоятельства и приговорил его к 6 месяцам домашнего ареста, 50 часам общественных работ, и обязал выплатить банку $227 — именно столько в тот день должны были заработать все сотрудники банка, которых начальство из-за случившегося отпустило домойhttps://vk.cc/6LwqB9",10467.00,,
В Пензе инкассатор присвоил себе 2 000 000 рублей и проиграл половину за выходныеhttp://news.lenta.ch/mhjO,6051.00,,
"Мэр Николаева, подозреваемый в коррупционных действиях, сбежал от обвинений через окноhttp://news.lenta.ch/my6k",5422.00,,
• В Сан-Франциско при стрельбе ранены несколько человек;• Госдума ужесточает ответственность за недостоверную информацию сайтов-агрегаторов;• В Госдуме одобрили законопроект о мерах против нелегальных sim-карт;• Датский принц посвятил барабанщика Metallica в рыцарии другие новости к этому часу,1742.00,,
"В Китае прошел аукцион, на котором государство распродало вещи, подаренные госслужащим.Таким образом борются с коррупцией в странеhttp://news.lenta.ch/myom",10201.00,,
"У простых граждан перед прямой линией с Владимиром Путиным спросили, какой бы вопрос они задали президенту",6379.00,,
"Лентач, мы нашли идеальный способ оживить любую вечеринку, так что если у тебя есть друзья, то слушай сюда. Мы разыгрываем крутую настольную игру Spyfall. И вот два важных аргумента, почему она нужна тебе:  1. Она простая, но при этом очень крутая. Не нужно учить правила, просто достал и играешь 2. Она объединяет. После игры у тебя обязательно появятся друзья, а может даже и девушка (или парень, а может и та и другой одновременно) Если ты уже захотел себе такую, делись этим постом и выигрывай один из 15 комплектов Spyfall от наших друзей из Настольных игр Hobby World. Кстати, любую игру у них можно купить со скидкой 10% по промокоду lentachhttps://vk.cc/6LtuWA",2236.00,,
Госдума одобрила в первом чтении законопроект о запрете анонимности в мессенджерахhttp://news.lenta.ch/my0X,9759.00,,
"Лентач! Если ты вчера пропустил важную новость, то напомним: у нас появился младший  брат — Новынач. Там всё то же самое, только про Украину.Так как у многих в/на Украине «ВКонтакте» все-таки заблочен, то читать можно еще тут https://www.facebook.com/novina4 и вот тут: https://t.me/novinach",1116.00,,
В Петербурге задержанная попросила не разлучать их с арестованной на митинге 12 июня дочерью.Судья арестовал и еёhttp://news.lenta.ch/myNO,4087.00,,
"В Нидерландах рыбаки выловили первого в мире двухголового бурого дельфина (их еще называют морскими свиньями).«Одна голова хорошо, а две — лучше»",6355.00,,
"Сегодня отмечается Всемирный день донора крови.По такому случаю пользователи ВК могут указать свою группу крови и резус-фактор в меню над лентой новостей. После этого появится список, показывающий совместимость с друзьями, которые смогут помочь, если вдруг это понадобится",8948.00,,
"В американском штате Виргиния преступник открыл огонь по членам Конгресса во время тренировки к благотворительному бейсбольному матчу.В результате стрельбы был ранен конгрессмен-республиканец и несколько его помощников. О погибших не сообщается.Известно, что нападавший был вооружен полуавтоматической винтовкой и успел произвести более 50 выстрелов, после чего был задержанhttp://news.lenta.ch/myVe",1096.00,,
"• Суд отказался смягчить наказание Олегу Навальному;• Бывшего главу ФСИН Реймера приговорили к 8 годам лишения свободы за хищения в 1,5 миллиардов рублей;• В Лондоне при пожаре в жилом доме погибли шесть человек;• В Башкирии запретили жениться лицам, не достигшим 16-летнего возрастаи другие новости к этому часу",1125.00,,
"Угадайте, куда нас пригласили¯\_(ツ)_/¯",12402.00,,
"Это топ-менеджер «Роснано» Андрей Горьков, чья семья обладает недвижимостью на сумму 3 000 000 000 рублей. А чего добился ты?",2761.00,,
Песков предостерег США от очередного «санкционного пике»http://news.lenta.ch/myxs,5204.00,,
"Госдума окончательно приняла законопроект о массовом сносе домов в Москве.За — 399 депутатов, против — двое, один воздержалсяhttp://news.lenta.ch/mymo",8866.00,,
В Колумбии заключили первый брак между тремя мужчинамиhttp://news.lenta.ch/myz2,8595.00,,
"Сегодня ночью в Лондоне загорелся 24-этажный жилой дом.С огнем боролись более 200 пожарных, в больницы доставлены 30 пострадавших, число погибших не уточняется",3798.00,,
"• В подмосковном пансионате провели репетицию «прямой линии» с Путиным;• Митрохина задержали на акции против реновации возле Госдумы;• Киргизия выпустит криптовалюту, обеспеченную золотоми другие новости к этому часу",1362.00,,
"Путин в интервью Стоуну заявил, что государство не контролирует множество СМИ.Жаль, что «Первый канал» не в их числе",6177.00,,
Астрономы создали крупнейшую симуляцию Вселеннойhttp://news.lenta.ch/mPWN,8246.00,,
,4434.00,,
"Ничего необычного, просто 8-битная Metallica.Традиционный #радиолентач",5204.00,,
"• В жилом доме в Тамбовской области произошел взрыв бытового газа; • 136 несовершеннолетних задержали в Москве 12 июня в ходе акции оппозиции; • Впервые за много лет США не направили поздравление с Днем России; • Минобрнауки запросило дополнительные 10,9 млрд рублей на строительство школ  и другие новости к этому часу",1640.00,,
"На сайте Госдумы появились первые варианты клятвы при вступлении в гражданство РФ, среди которых есть и вариант от Жириновского.Ждём, когда эту клятву вслух будут произносить девушкиhttp://news.lenta.ch/mPis",5116.00,,
"В ряды полиции Тайваня вступил крошечный щенок лабрадора.Вот она — полиция, способная нейтрализовать любой митинг, превратив его в ми-ми-митинг",17412.00,,
День России в телевизионных СМИ и глазами митингующих,10553.00,,
"В Архангельске мужчина ограбил киоск, а затем пошёл в храм и поставил свечку http://news.lenta.ch/mPS5",7749.00,,
,4201.00,,
• Суд арестовал Мальцева на 10 суток за сопротивление полиции на акции 12 июня; • «Аэрофлот» выплатит новым пилотам по 650 тысяч рублей из-за оттока кадров; • «ВКонтакте» запустила инструмент для создания виртуальных масок; • В Китае спасли сотни приготовленных для продажи в рестораны кошек  и другие новости к этому часу,1456.00,,
"Лентач, у нас есть ещё целых 6 билетов на фестиваль «Дикая мята» 23, 24 и 25 июня, и мы готовы отдать их шести подписчикам, которые поделятся этим постом.  Победители будут выбраны случайным образом 20 июня.  Подробности о мероприятии: https://goo.gl/lYCsTp",1882.00,,
В Калининграде начальник отдела полиции по противодействию коррупции попался на взятке в 1 000 000 рублейhttp://news.lenta.ch/mPvZ,10972.00,,
"Житель Сургута открыл на Бали собственный ресторан.Все бы ничего, но открыл он его в тюрьме, поскольку ранее его задержали по подозрению в контрабанде наркотиковhttp://news.lenta.ch/mP7B",5212.00,,
Группа Anacondaz выпустила крутой клип на песню «Ангел».  Зацените,4273.00,,
Советник Путина по мемасам заглянул в комменты на своей стене. И понеслось:),8071.00,,
Мегафон упал уже второй раз за месяцНибалей(((http://news.lenta.ch/mP1X,6468.00,,
"• Лом-Али Гайтукаев, приговоренный к пожизненному заключению за организацию убийства Политковской, умер в колонии; • Эксперты не нашли в «Матильде» оскорбления чувств верующих; • Для прямой линии с Владимиром Путиным поступило уже более миллиона вопросов; • Владелец WordPress закрыл офис, потому что все оставались работать дома  и другие новости к этому часу",1326.00,,
